Textos_espanol,sdg
"Los médicos de los hospitales públicos son empleados asalariados. A pesar de que el compromiso con el Sistema de Salud se hace cumplir legalmente, se han planteado preocupaciones de política sobre las diferencias regionales en el estado de salud de la población y el acceso y la calidad de los servicios de salud (OASI, 2016). Esto exige una gestión eficaz del desempeño de hospitales, clínicas y profesionales a nivel regional (OCDE 2014).",3
La suposición de que la inflación general es un indicador indirecto de la inflación de los precios de la salud ignora la evidencia empírica de que los precios de la salud aumentan más rápido que la inflación general. Las alternativas incluyen el uso de un índice de precios de la salud o el ajuste de un índice general de precios para el exceso de inflación de los precios de la salud como se informa en la literatura. Los avances en computación y en datos de salud detallados están abriendo nuevas posibilidades para la generación de herramientas útiles de apoyo a la toma de decisiones.,3
"Las tasas de admisión para ambas condiciones están significativamente por encima del promedio de la OCDE y probablemente reflejan las tasas de tabaquismo más altas que el promedio dentro del país (especialmente entre los hombres). Las tasas de admisión por hipertensión también son altas y han aumentado constantemente en los últimos años. Las tendencias presentadas en estos datos, particularmente para la EPOC y la hipertensión, indican que el creciente perfil de enfermedades crónicas de Corea no se está manejando de manera efectiva. Apoyando la observación de admisiones hospitalarias potencialmente evitables, investigadores en Corea que examinaron el impacto de la continuidad de la atención en cuatro áreas de enfermedades crónicas entre pacientes de edad avanzada (diabetes, hipertensión, asma y EPOC) encontraron que a medida que aumentaba la continuidad de la atención, aumentaba el riesgo de hospitalización y urgencias. las visitas disminuyeron para las cuatro condiciones. El mismo estudio también señaló que los beneficiarios del Programa de Ayuda Médica (MAP, por sus siglas en inglés) (el plan de atención médica para el 2% más pobre de la población) tenían consistentemente una puntuación más baja de continuidad de la atención en comparación con los beneficiarios del NHI. Esto se observó incluso a pesar de que los beneficiarios de MAP tienen pagos de bolsillo bajos o nulos, lo que significa que pueden visitar múltiples instituciones de atención médica sin pérdidas financieras (Hong et al.,",3
"El gasto público en atención sanitaria y los índices de utilización son muy bajos. Debido a la escasa cobertura de los programas de atención sanitaria pública, el gasto en atención sanitaria se financia mayoritariamente con fondos privados, y la mayor parte corresponde a pagos directos. En 2009, el gobierno introdujo la obligación de destinar el 5% y el 10% de los presupuestos de la administración central y local, respectivamente, a la atención sanitaria (excluidos sueldos y salarios).",3
"La operación contó con la cooperación de los organismos encargados de la aplicación de la ley de Armenia, Belarús, Kazajstán, Kirguistán, la Federación de Rusia y Tayikistán, y con la participación de los organismos de Afganistán, China e Irán (República Islámica del) y de INTERPOL en calidad de observadores. Del mismo modo, la información de que dispone la Junta muestra que los decomisos de heroína disminuyeron entre los países de Oriente Próximo en 2014. Las incautaciones de heroína, que aumentaron considerablemente en varios países de la región en 2013, disminuyeron en 2014, en particular en, por orden decreciente de las cantidades incautadas, Jordania, Líbano, Arabia Saudí e Israel. En julio de 2015, una operación de seguridad conjunta de Pakistán y los Emiratos Árabes Unidos se saldó con el desmantelamiento de una importante red de tráfico de heroína, la detención de 40 narcotraficantes y la incautación de 150 kg de heroína.",3
"La tasa de letalidad de las personas ingresadas por infarto en Dinamarca se encuentra ahora entre las más bajas de los países de la UE que informan estos datos (Figura 11). También es bajo para las admisiones por accidentes cerebrovasculares. Debido en parte a un diagnóstico más temprano pero también a mejores tratamientos, las mujeres danesas diagnosticadas con cáncer de mama o de cuello uterino tienen una de las mayores posibilidades de supervivencia a cinco años en la UE (OCDE. Dinamarca ofrece como modalidad de detección primaria la prueba del virus del papiloma humano para la identificación temprana de cáncer de cuello uterino (IARC, 2017) La tasa general de mortalidad por cáncer de Dinamarca es la cuarta más alta de la UE.",3
"Los recientes esfuerzos por mejorar la capacidad de atención primaria mediante el desarrollo de unidades multidisciplinares de atención primaria que complementen las actividades de los médicos de atención ambulatoria tradicionales que trabajan en consultas individuales pueden desempeñar un papel positivo a la hora de abordar estos retos. Se espera que el gasto público en sanidad y cuidados de larga duración aumente considerablemente en las próximas décadas, mientras que, al mismo tiempo, el envejecimiento reducirá la proporción de la población en edad de trabajar necesaria para financiar este gasto público. La reforma estableció un límite de crecimiento del gasto sanitario público nominal del 4,5% en 2012 y se redujo gradualmente hasta el 3,6% en 2016, con el objetivo de alinearlo con el crecimiento medio anual previsto del PIB.",3
"Más de 2.000 pacientes están registrados en el servicio online de videoconsultas y recetas. Los médicos pueden acceder a los registros médicos, así como a la frecuencia cardíaca, la presión arterial y otros datos de bioseñales, que varios dispositivos cargan en el sistema. Los pacientes acceden al sitio web de Ningbo Cloud Hospital para hacer citas, y el sistema los remite a hospitales que brindan servicios médicos óptimos digitalmente (ver figura 14).",3
"De los adultos con un trastorno psicótico, por ejemplo, dos tercios (67%) habían hablado con su médico de cabecera sobre un problema mental o emocional en el año anterior al APMS más reciente (2007). Los departamentos de emergencia también se utilizan en el caso de emergencias de salud mental, por ejemplo, personas que se han autolesionado y necesitan atención médica física urgente, y otras personas que tienen necesidades de salud mental inmediatas. Las personas que tienen barreras para otros servicios de atención médica, como las personas sin hogar y los inmigrantes vulnerables, tienen más probabilidades de acudir a los departamentos de A&E.",3
"Los últimos años han sido testigos de otras actividades pioneras a nivel internacional relacionadas con la seguridad del paciente, como el Programa Danés de Hospitales Más Seguros. Otro componente importante es el sistema danés para la notificación de eventos adversos, coordinado por la Agencia Nacional para los Derechos y Quejas del Paciente (NAPRC). Al hacerlo, muchos actores en todo el panorama de la atención médica han coincidido en hacer de la calidad de la atención una prioridad clave.",3
"Bajo la dirección del Ministerio de Salud y el Ministerio de Economía, el AIFA coordina todas las actividades relacionadas con los productos farmacéuticos y opera de manera autónoma y transparente. Las políticas farmacéuticas las establece la agencia y se supone que deben aplicarse de manera uniforme en todo el país. A través de la negociación con las empresas farmacéuticas, determina el precio de los medicamentos reembolsados ​​por el SNS. La agencia también administra el valor y el costo de los medicamentos para garantizar el rápido acceso a medicamentos innovadores y eficientes.",3
"Se ha estimado que el 15% del costo del tratamiento de la diabetes en los Estados Unidos corresponde a la atención de enfermería debido a complicaciones renales, de retina y mácula, neurológicas y de otro tipo (ujujurujorIddiabetesday.org, www.idf.org). En 2010, se estimó que aproximadamente 35 millones de personas mueren cada año por enfermedades crónicas que limitan la vida, de las cuales menos del 8% tienen acceso a LTC (Connor, 2010). Las necesidades de atención a largo plazo aumentan significativamente con la edad, y normalmente alrededor del 50% de la población mayor de 65 años requiere algún tipo de atención a largo plazo (Boletín luxemburgués des Questions Sociales, 2005).",3
